OTU	90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001	90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001	90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001	90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001	90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001	90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001	90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001	90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001	90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001	90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001	90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001	90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001	90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001	90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001	90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001	90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001	90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001	90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001	90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001	90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001	90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001	90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00396	0	0	8e-05	8e-05	8e-05	0.00011	0.00016	0.00011	0.00019	9e-05	0.00015	0.00024	0	8e-05	0	8e-05	0	0	0.00014	0	8e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00405	0.00016	0	0	0	0.00015	0.00028	0.00016	0	1e-04	9e-05	0	8e-05	7e-05	0	0.00022	0.00076	0.00017	0.00082	0.00014	0	8e-05	0.00017
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00418	0	7e-05	0	0	0.00038	6e-05	8e-05	0.00011	0	9e-05	8e-05	8e-05	7e-05	8e-05	0	0.00034	0.0013	0.00061	0.00021	0	0.00025	0.00017
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00438	0	0	0	0	0.00053	6e-05	0	0	0	0.00028	8e-05	8e-05	0	0	0	0.00025	0.00026	0.00123	0.00014	8e-05	0	8e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00449	0	7e-05	0	8e-05	0.00038	0.00028	0.00048	0.00022	0	0	0.00038	0.00016	0	0.00031	0	0.00042	0.00313	0.00123	0.00078	8e-05	0.00029	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00528	0.00047	4e-04	0.0016	0	0.0012	0.00096	0.00089	0.00179	0.00029	0.00037	0.00083	0.00048	0.00063	0.00031	0.00073	0.00102	0.00113	0.00082	0.00035	0.00015	0.00096	0.00071
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0.00025	8e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000728	0	2e-04	8e-05	0	0.00023	6e-05	0	0.00011	0	0	0	8e-05	7e-05	8e-05	7e-05	0	0	0	7e-05	0	0	0.00014
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000730	0	0	8e-05	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0.00035	0	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000732	0	0	0	0	0	0	8e-05	0	1e-04	0	0	0	7e-05	0	0	0	0	0	0	0	0.00013	0.00057
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000733	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000734	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	8e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000735	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000737	0	0.00013	0.00024	8e-05	0.00023	6e-05	0	0.00011	0	0	0.00015	0.00024	0	8e-05	7e-05	0	0	2e-04	7e-05	0.00015	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000741	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000747	0.00047	0.00013	0.00088	8e-05	8e-05	0	0	0	0	0	8e-05	8e-05	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000749	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000750	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000751	0	0	8e-05	0.00024	0	6e-05	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0.00015	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000753	0	0	0	0	0	0.00011	8e-05	0	0	0	0	0	0.00028	0	0	0.00017	0	0	0	0	8e-05	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000754	0	0	0	0	0	6e-05	0	0.00011	0	9e-05	0	0	0	0	0	8e-05	9e-05	0	0	8e-05	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000755	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	4e-05	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000757	0	0	0	0	8e-05	0	0.00016	0.00011	0	0	8e-05	8e-05	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000762	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000765	0	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0.00014	8e-05	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000774	0	0	0	0	8e-05	6e-05	0.00016	0	0	0	8e-05	8e-05	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000778	0	0	0.00016	0.00016	0	0	0	0	1e-04	0	8e-05	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0.00014	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000781	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000784	0.00016	0	0	0.00024	8e-05	0.00011	0.00024	0.00056	0	0	0.00015	0.00024	0.00028	8e-05	0.00036	0.00017	0.00035	0.00061	0.00049	0.00015	0	0.00017
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000785	0.00016	0	0	0.00016	3e-04	0.00023	0	0.00033	0	0	3e-04	8e-05	7e-05	0.00023	0	0.00051	9e-05	0	0.00014	0.00023	4e-05	0.00014
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000786	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000790	0.00016	0	8e-05	8e-05	0	0	0	0	1e-04	0	0	8e-05	0.00021	0	0	8e-05	0	0	0	0	4e-05	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000791	0	0	0	0	0	0.00011	8e-05	0.00011	0	0	8e-05	8e-05	0	0	0	0.00017	0.00035	0	0.00042	8e-05	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000792	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000796	0	0	0	0	3e-04	6e-05	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000797	0	0	0	0	8e-05	4e-04	0.00032	0	0	9e-05	8e-05	8e-05	0	0	0	0.00017	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000798	0	0	0	0	0	0	0	0.00011	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000801	0.00016	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000805	0	0	0.00016	0	0	0.00011	0	0	0	9e-05	0.00015	8e-05	0	0.00023	7e-05	0	0.00026	0	0	0.00031	0.00021	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000807	0.00016	0	0	0	0	6e-05	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0.00023	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000810	0.00093	2e-04	8e-04	0.00033	0.00113	0.00062	0.00105	0.00022	0	9e-05	0.00053	4e-04	7e-05	0.00077	7e-05	0.0011	0.00017	0	0.00035	0.00053	0.00063	0.00037
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000812	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0.00041	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000821	0	7e-05	8e-05	0.00016	8e-05	0	0	0	0.00029	9e-05	0	8e-05	0	8e-05	7e-05	8e-05	0	0	7e-05	8e-05	8e-05	0.00017
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000822	0	0	0	0	0	6e-05	0	0.00011	0.00019	0	8e-05	0	0	8e-05	0	8e-05	0	0	0.00021	0	8e-05	8e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000827	0	7e-05	0	0	8e-05	0	0.00016	0	1e-04	0	8e-05	0	7e-05	0	0	0	0	0	0	0.00023	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000841	0.00016	0	0	0	0	0	8e-05	0	1e-04	9e-05	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	7e-05	8e-05	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000844	0	7e-05	8e-05	8e-05	8e-05	0	0	0.00022	0	9e-05	8e-05	8e-05	0	0	0	0	0	2e-04	0.00014	8e-05	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000845	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000849	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	8e-05	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000851	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000852	0.00016	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	2e-04	0	8e-05	8e-05	0.00011
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000854	0	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000858	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000860	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000863	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	7e-05	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000864	0.00031	0.00013	0.00032	0.00016	0.00045	0.00028	0.00073	0.00033	0.00048	0.00019	0.00068	0.00048	7e-05	0.00031	7e-05	0.00042	0.00026	0.00041	0.00028	0.00053	0.00055	0.00073
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000869	0	0	0	0	8e-05	0	0	0.00011	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000871	0	2e-04	0.00024	0	0	0	0	0	1e-04	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000880	0.00016	7e-05	8e-05	8e-05	8e-05	0	8e-05	0.00033	1e-04	0	8e-05	0	0	0	0	0.00017	0	0	0	0	8e-05	8e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000881	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000892	0.00016	0.00013	0	0	0.00015	6e-05	0.00024	0	0	0	0	0	0.00021	0	7e-05	0	0	0	0	8e-05	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000900	0.00031	0	0.00016	8e-05	8e-05	0.00045	0.00024	0.00033	0.00029	9e-05	3e-04	0.00024	7e-04	0.00015	0.00015	0.00025	0.00052	0.00061	7e-05	8e-05	0.00013	4e-04
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000905	0	0	0.00016	8e-05	0.00015	0.00011	8e-05	0	1e-04	0.00019	0	0.00016	0.00014	0.00031	0.00029	8e-05	0.00017	0	0	8e-05	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000908	0	0	0	0	0.00015	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000909	0.00016	0.00013	0.00016	8e-05	0.00015	0.00017	8e-05	0.00011	0.00039	0.00019	0.00038	0.00048	0.00014	8e-05	0.00015	0.00034	9e-05	0	0.00056	0.00046	0.00021	0.00059
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000919	0	0	0	0	3e-04	0.00023	8e-05	0.00022	0.00029	0	0	8e-05	7e-05	0.00015	0.00029	0	0	2e-04	0	0	8e-05	0.00011
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000927	0.00202	0.00087	0.00072	0.00146	0.00188	0.00237	0.00161	0.0029	0.00097	0.00084	0.00128	0.00282	0.00091	0.00115	0.00051	0.00348	0.00087	0.00286	0.00183	0.00221	0.0018	0.00274
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000928	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000936	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	3e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000944	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000948	0	0	0	0	0	6e-05	8e-05	0	0	9e-05	8e-05	8e-05	0	0	0	0	0	0	7e-05	0	4e-05	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000954	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000965	0	0	0	0	8e-05	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000970	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000973	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	2e-04	0.00021	0	0.00013	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium ctg7180000000974	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0.00014	0	0	0
