OTU	90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001	90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001	90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001	90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001	90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001	90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001	90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001	90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001	90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001	90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001	90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001	90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001	90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001	90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001	90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001	90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001	90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001	90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001	90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001	90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001	90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001	90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides kongjuensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides litorisoli	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides nanhaiensis	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides panacisoli	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides pelophilus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp.	1	2	4	0	9	10	11	8	2	5	4	4	7	16	15	17	11	4	6	12	7	48
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. 202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. 52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. 78	202	161	291	160	730	361	552	447	383	309	275	347	776	594	717	602	334	105	615	611	685	1643
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. 7_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. 9_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. AL050511-10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. CB 286531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. CB 286536	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. CF8	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. CFH S0151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. DS_1Q	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. HJX23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. JS614	387	285	631	292	1987	1261	1523	1064	861	774	650	688	1523	1547	1611	1315	850	284	1097	1247	1574	3279
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MDT1-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. OTB128	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. R73-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. RHLT1-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. RW28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. SP12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. enrichment culture clone E2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides thalensis	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured Nocardioides sp.	0	0	0	0	6	1	2	1	1	1	4	2	4	6	6	4	1	0	6	3	1	21
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;unkn. Nocardioides(g)	1829	1493	2701	1525	7333	5004	6303	4707	3634	3385	2761	3293	7025	6532	7346	5823	4144	1301	6312	6095	7623	16275
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Pimelobacter;Pimelobacter simplex	282	198	396	176	990	667	959	691	637	549	366	455	1491	1207	1111	874	558	207	921	745	993	2742
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Pimelobacter;Pimelobacter sp.	1	1	1	1	7	2	4	1	2	0	0	7	4	3	5	2	0	0	1	2	14	14
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Pimelobacter;uncultured Pimelobacter sp.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Pimelobacter;unkn. Pimelobacter(g)	597	544	925	467	2158	1628	2224	1476	1344	1241	868	1026	3170	2701	2589	2057	1436	472	2045	1745	2387	6014
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Propionicimonas;Propionicimonas paludicola	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Propionicimonas;unkn. Propionicimonas(g)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Tenggerimyces;unkn. Tenggerimyces(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;unkn. Nocardioidaceae(f);Nocardioidaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;unkn. Nocardioidaceae(f);uncultured Nocardioidaceae bacterium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;unkn. Nocardioidaceae(f);unkn. Nocardioidaceae(f)	4566	5170	7498	4312	15541	12170	15041	10131	9261	9918	7699	8922	18392	15364	17630	15758	11180	3807	17179	15367	20637	41982
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;unkn. Nocardioidaceae(f);unkn. unkn. Nocardioidaceae(f)(g)	22	19	41	18	90	49	78	37	52	41	40	37	114	92	83	87	57	37	92	72	85	253
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;Acidipropionibacterium acidipropionici	0	3	3	0	2	3	2	1	2	0	0	0	2	1	1	1	0	0	1	2	3	4
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;Acidipropionibacterium virtanenii	0	0	0	1	1	1	1	2	2	0	0	0	0	0	1	0	5	0	2	1	4	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;unkn. Acidipropionibacterium(g)	7	1	6	3	11	8	15	11	8	6	19	12	13	11	5	9	9	2	15	18	9	40
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Auraticoccus;Auraticoccus monumenti	9	10	3	9	57	43	48	17	13	12	32	19	68	22	19	43	84	12	24	27	80	125
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Auraticoccus;unkn. Auraticoccus(g)	24	37	47	33	161	133	124	67	67	78	116	97	219	100	104	233	101	40	159	151	153	338
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes	1	1	2	0	0	3	1	0	0	9	0	1	0	2	4	0	146	203	142	491	445	1788
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium avidum	0	1	0	0	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	1	6	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium granulosum	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	4	3	13
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;[Propionibacterium] namnetense	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	4	0	12
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;unkn. Cutibacterium(g)	3	1	2	3	6	3	4	4	0	4	2	5	1	3	3	2	1	2	13	6	11	33
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Luteococcus;unkn. Luteococcus(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus phosphovorus	27	15	35	15	240	103	80	50	20	51	66	57	121	51	35	127	29	19	129	132	160	214
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus soli	12	15	20	9	35	64	40	40	20	15	31	25	29	45	40	50	44	15	23	24	48	67
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;uncultured Microlunatus sp.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;unkn. Microlunatus(g)	82	63	111	102	676	337	249	163	87	228	210	210	317	179	177	390	173	101	418	417	618	922
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Naumannella;Naumannella huperziae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Naumannella;unkn. Naumannella(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidifaciens	0	2	0	0	4	2	2	1	0	1	0	2	2	3	0	4	0	0	3	1	0	9
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium freudenreichii	1	0	0	0	1	5	2	0	2	1	1	3	7	1	1	0	2	0	2	4	0	4
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium sp. oral taxon 193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	14
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;unkn. Propionibacterium(g)	6	8	9	6	18	15	15	14	4	12	19	11	20	9	18	21	11	7	15	16	15	46
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionimicrobium;unkn. Propionimicrobium(g)	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium;Pseudopropionibacterium propionicum	1	1	0	1	0	0	2	0	0	1	1	1	2	1	0	1	0	0	5	0	1	3
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium;unkn. Pseudopropionibacterium(g)	0	9	4	2	11	10	9	5	2	3	6	6	5	4	3	7	8	1	7	10	2	22
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus aquimaris	1	0	1	1	4	2	2	5	2	3	3	1	4	2	2	6	1	0	2	6	8	17
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus flavescens	2	2	2	1	8	5	1	2	3	0	3	2	5	5	1	3	1	1	5	3	1	17
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus flavus	0	1	0	0	4	2	1	1	1	1	2	2	4	0	1	2	0	0	0	0	4	4
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus sp. Marseille-P5995	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus sp. T2.5-30	4	3	2	2	5	9	6	4	6	11	2	6	13	8	9	10	4	7	7	2	2	20
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;unkn. Tessaracoccus(g)	18	26	37	23	82	56	53	48	43	42	56	42	71	58	52	74	37	29	49	60	83	173
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;unkn. Propionibacteriaceae(f);uncultured Propionibacteriaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;unkn. Propionibacteriaceae(f);unkn. Propionibacteriaceae(f)	331	353	460	388	1306	973	932	579	447	582	776	651	1146	657	702	1370	581	325	1328	1238	1834	2897
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;unkn. Propionibacteriaceae(f);unkn. unkn. Propionibacteriaceae(f)(g)	2	1	0	2	3	1	4	1	0	1	1	0	4	0	1	3	1	2	2	2	3	7
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;unkn. Propionibacteriales(o);unkn. Propionibacteriales(o);unkn. Propionibacteriales(o)	2516	3030	4174	2634	8373	7555	8177	5505	4841	5146	4616	5320	9726	8019	9177	9183	6169	2199	9905	8675	12514	23144
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;unkn. Propionibacteriales(o);unkn. Propionibacteriales(o);unkn. unkn. Propionibacteriales(o)(g)	4	5	7	3	12	11	15	5	2	5	8	8	29	5	14	13	15	3	20	20	17	18
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;unkn. Propionibacteriales(o);unkn. unkn. Propionibacteriales(o)(f);unkn. unkn. Propionibacteriales(o)(f)	3	2	4	2	18	10	15	13	5	8	8	8	23	12	12	17	11	3	14	15	34	35
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus cyanogriseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus hoggarensis	0	13	7	9	1	11	14	2	9	15	5	9	11	8	14	9	7	0	7	9	15	11
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus hymeniacidonis	0	4	10	4	2	5	11	0	3	14	2	7	15	8	7	10	14	9	7	3	6	11
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus sp. ADI127-7	0	0	1	1	2	2	1	0	0	0	0	0	2	2	3	1	2	0	0	0	3	2
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus sp. AHMU CJ021	2	13	11	16	8	22	18	9	13	17	6	16	25	22	24	3	15	3	21	5	19	25
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus sp. GBA129-24	1	1	1	1	0	2	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	4
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;unkn. Actinoalloteichus(g)	38	187	133	109	118	244	223	135	135	175	105	108	190	236	349	133	229	49	130	113	200	252
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;Actinokineospora acnipugnans	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;Actinokineospora diospyrosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;Actinokineospora riparia	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;unkn. Actinokineospora(g)	0	1	0	0	0	1	1	0	1	1	1	0	0	0	2	0	0	2	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp. CAP 335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp. FXJ8.231	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp. J12910	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp. L1A03A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;Actinomycetospora sp. L1A30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;unkn. Actinomycetospora(g)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola corallina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola glycyrrhizae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sediminis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sp. IIUM K4-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sp. J33806	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sp. YIM 75635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola xanthii	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola xinjiangensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;uncultured Actinophytocola sp.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;unkn. Actinophytocola(g)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Actinosynnema mirum	4	10	11	13	14	41	45	21	23	14	9	12	35	29	40	16	52	9	14	11	34	50
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Actinosynnema pretiosum	20	64	56	45	37	118	113	60	67	49	47	53	147	98	147	60	196	26	70	58	143	182
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;uncultured Actinosynnema sp.	0	1	1	2	0	3	0	0	2	0	0	0	0	0	1	0	0	4	0	0	0	2
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;unkn. Actinosynnema(g)	55	292	229	142	181	422	496	269	272	265	191	225	515	396	557	246	673	135	258	276	554	610
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema;Alloactinosynnema sp. L-07	15	37	46	27	51	118	142	72	28	30	31	28	89	85	157	31	268	63	86	50	220	470
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema;unkn. Alloactinosynnema(g)	23	108	109	95	85	303	393	225	116	103	85	109	203	242	423	110	611	107	162	131	348	475
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;Allokutzneria albata	31	150	91	129	77	181	149	77	91	106	67	85	194	182	263	95	198	88	143	197	605	407
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;Allokutzneria oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;unkn. Allokutzneria(g)	40	279	237	147	157	440	412	210	235	307	164	205	340	413	611	209	414	120	234	169	353	501
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis albispora	23	70	79	26	135	350	359	133	108	79	37	64	198	667	995	119	890	276	202	281	433	733
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis balhimycina	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
