OTU	90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001	90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001	90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001	90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001	90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001	90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001	90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001	90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001	90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001	90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001	90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001	90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001	90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001	90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001	90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001	90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001	90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001	90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001	90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001	90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001	90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001	90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;unkn. Monoraphidium(g)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;unkn. Selenastraceae(f);unkn. Selenastraceae(f)	0	1	2	1	2	3	1	1	0	0	1	1	0	1	1	0	0	2	0	2	3	2
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;unkn. Sphaeropleales(o);unkn. Sphaeropleales(o);unkn. Sphaeropleales(o)	0	3	4	2	3	1	2	1	1	2	5	1	1	1	2	4	1	1	3	2	2	6
Eukaryota;Chlorophyta;Chlorophyceae;Tetrasporales;unkn. Tetrasporales(o);unkn. Tetrasporales(o);unkn. Tetrasporales(o)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);Carteria;Carteria olivieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);Eubrownia;Eubrownia dissociata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);uncultured Chlorophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c)	3	5	3	7	6	10	8	3	3	5	11	6	3	6	7	8	8	5	14	11	30	19
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. unkn. Chlorophyceae(c)(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. Chlorophyceae(c);unkn. unkn. Chlorophyceae(c)(f);unkn. unkn. Chlorophyceae(c)(f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Eukaryota;Chlorophyta;Chlorophyceae;unkn. Chlorophyceae(c);unkn. unkn. Chlorophyceae(c)(o);unkn. unkn. Chlorophyceae(c)(o);unkn. unkn. Chlorophyceae(c)(o)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;Crustomastix stigmatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus tauri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;unkn. Ostreococcus(g)	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;unkn. Bathycoccaceae(f);unkn. Bathycoccaceae(f)	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas commoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;unkn. Micromonas(g)	0	1	0	0	0	0	1	2	1	0	1	2	0	3	1	5	0	0	6	0	1	1
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;unkn. Mamiellaceae(f);unkn. Mamiellaceae(f)	1	1	1	2	8	3	4	4	0	0	8	3	3	4	3	4	1	2	4	2	4	19
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;unkn. Mamiellales(o);unkn. Mamiellales(o);unkn. Mamiellales(o)	6	5	5	4	6	7	2	6	4	2	9	7	6	2	3	4	12	5	4	9	10	23
Eukaryota;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastigaceae;Monomastix;unkn. Monomastix(g)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;Monomastigales;unkn. Monomastigales(o);unkn. Monomastigales(o);unkn. Monomastigales(o)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Mamiellophyceae;unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c);unkn. Mamiellophyceae(c)	3	4	1	3	3	8	7	5	6	5	8	10	4	2	3	8	11	1	14	16	11	13
Eukaryota;Chlorophyta;Nephroselmidophyceae;unkn. Nephroselmidophyceae(c);unkn. Nephroselmidophyceae(c);unkn. Nephroselmidophyceae(c);unkn. Nephroselmidophyceae(c)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Nephroselmidophyceae;unkn. Nephroselmidophyceae(c);unkn. Nephroselmidophyceae(c);unkn. unkn. Nephroselmidophyceae(c)(f);unkn. unkn. Nephroselmidophyceae(c)(f)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Nephroselmidophyceae;unkn. Nephroselmidophyceae(c);unkn. unkn. Nephroselmidophyceae(c)(o);unkn. unkn. Nephroselmidophyceae(c)(o);unkn. unkn. Nephroselmidophyceae(c)(o)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;Palmophyllaceae;Verdigellas;unkn. Verdigellas(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Chlorophyta;Palmophyllophyceae;unkn. Palmophyllophyceae(c);unkn. Palmophyllophyceae(c);unkn. Palmophyllophyceae(c);unkn. Palmophyllophyceae(c)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Pedinophyceae;Marsupiomonadales;Marsupiomonadaceae;unkn. Marsupiomonadaceae(f);unkn. Marsupiomonadaceae(f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;Pedinomonas;Pedinomonas minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;Pedinomonas;Pedinomonas sp. M2079/1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;unkn. Pedinomonadaceae(f);unkn. Pedinomonadaceae(f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Chlorophyta;Pedinophyceae;unkn. Pedinophyceae(c);unkn. Pedinophyceae(c);unkn. Pedinophyceae(c);unkn. Pedinophyceae(c)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Auxenochlorella;Auxenochlorella protothecoides	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Auxenochlorella;unkn. Auxenochlorella(g)	0	1	0	0	0	4	0	1	1	0	2	1	0	2	0	0	0	0	0	1	2	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	4
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;unkn. Chlorella(g)	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	3	1	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Helicosporidium;Helicosporidium sp. ex Cyrtobagous salviniae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Helicosporidium;Helicosporidium sp. ex Simulium jonesi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Lobosphaera;Lobosphaera incisa	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Marvania;Marvania geminata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Marvania;unkn. Marvania(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;Micractinium conductrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochlorella;Pseudochlorella pringsheimii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochlorella;unkn. Pseudochlorella(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;unkn. Chlorellaceae(f);Chlorellaceae sp. SG-2015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;unkn. Chlorellaceae(f);unkn. Chlorellaceae(f)	2	4	5	2	5	4	4	1	2	1	3	3	2	5	1	3	4	3	12	9	9	30
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;unkn. Chlorellaceae(f);unkn. unkn. Chlorellaceae(f)(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;Oocystis sp. CAUP H1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;unkn. Chlorellales(o);Parachlorella;unkn. Parachlorella(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;unkn. Chlorellales(o);unkn. Chlorellales(o);unkn. Chlorellales(o)	2	3	2	2	7	5	6	7	2	3	7	2	5	4	1	10	4	7	8	8	10	21
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;unkn. Chlorellales(o);unkn. unkn. Chlorellales(o)(f);unkn. unkn. Chlorellales(o)(f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;unkn. Microthamniales(o);Stichococcus;Stichococcus bacillaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;unkn. Microthamniales(o);Symbiochloris;unkn. Symbiochloris(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;unkn. Microthamniales(o);Trebouxia;Trebouxia corticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;unkn. Microthamniales(o);unkn. unkn. Microthamniales(o)(f);unkn. unkn. Microthamniales(o)(f)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;Koliella longiseta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;Edaphochlorella mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	10	4
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;unkn. Edaphochlorella(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;unkn. Prasiolaceae(f);unkn. Prasiolaceae(f)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);Botryococcaceae;Botryococcus;unkn. Botryococcus(g)	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);Botryococcaceae;unkn. Botryococcaceae(f);unkn. Botryococcaceae(f)	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);Coccomyxaceae;Coccomyxa;unkn. Coccomyxa(g)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);Coccomyxaceae;unkn. Coccomyxaceae(f);unkn. Coccomyxaceae(f)	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	3	0	2
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);Dictyosphaerium;unkn. Dictyosphaerium(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);Myrmecia;Myrmecia israeliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);Myrmecia;Myrmecia sp. Ru-s-3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);Neocystis;Neocystis brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c)	5	1	5	3	2	8	9	4	1	2	4	6	8	8	5	6	8	7	6	12	15	20
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);unkn. unkn. Trebouxiophyceae(c)(g)	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. Trebouxiophyceae(c);unkn. unkn. Trebouxiophyceae(c)(f);unkn. unkn. Trebouxiophyceae(c)(f)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Trebouxiophyceae;unkn. Trebouxiophyceae(c);unkn. unkn. Trebouxiophyceae(c)(o);unkn. unkn. Trebouxiophyceae(c)(o);unkn. unkn. Trebouxiophyceae(c)(o)	1	1	2	1	2	1	1	2	2	0	0	2	0	1	2	2	5	0	1	0	1	5
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa lentillifera	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;Caulerpa;unkn. Caulerpa(g)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;unkn. Caulerpaceae(f);unkn. Caulerpaceae(f)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;unkn. Bryopsidales(o);unkn. Bryopsidales(o);unkn. Bryopsidales(o)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Dasycladales;Polyphysaceae;Acetabularia;Acetabularia acetabulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1
Eukaryota;Chlorophyta;Ulvophyceae;Dasycladales;unkn. Dasycladales(o);unkn. Dasycladales(o);unkn. Dasycladales(o)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Oltmansiellopsidales;unkn. Oltmansiellopsidales(o);Neodangemannia;unkn. Neodangemannia(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Trentepohliales;Trentepohliaceae;Trentepohlia;Trentepohlia sp. HZ-2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Blidingia;unkn. Blidingia(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;Ulva prolifera	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;unkn. Ulvaceae(f);unkn. Ulvaceae(f)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;unkn. Ulvales(o);Desmochloris;unkn. Desmochloris(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;unkn. Ulvales(o);unkn. Ulvales(o);unkn. Ulvales(o)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
Eukaryota;Chlorophyta;Ulvophyceae;unkn. Ulvophyceae(c);unkn. Ulvophyceae(c);unkn. Ulvophyceae(c);unkn. Ulvophyceae(c)	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);Pyramimonadales;unkn. Pyramimonadales(o);Pyramimonas;Pyramimonas sp. HV-2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);uncultured prasinophyte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p)	26	62	75	55	78	115	92	45	27	45	103	111	60	62	57	99	98	53	144	101	193	317
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. unkn. Chlorophyta(p)(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. unkn. Chlorophyta(p)(f);unkn. unkn. Chlorophyta(p)(f)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. Chlorophyta(p);unkn. unkn. Chlorophyta(p)(o);unkn. unkn. Chlorophyta(p)(o);unkn. unkn. Chlorophyta(p)(o)	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chlorophyta;unkn. Chlorophyta(p);unkn. unkn. Chlorophyta(p)(c);unkn. unkn. Chlorophyta(p)(c);unkn. unkn. Chlorophyta(p)(c);unkn. unkn. Chlorophyta(p)(c)	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chordata;Actinopteri;Anabantiformes;Channidae;Channa;Channa micropeltes	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias latipes	5	3	2	4	11	4	1	1	4	1	17	8	3	2	3	6	19	10	42	31	58	33
Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;unkn. Oryzias(g)	2	1	3	1	6	1	0	0	1	1	9	9	1	1	1	3	8	1	13	15	23	18
Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;unkn. Adrianichthyidae(f);unkn. Adrianichthyidae(f)	10	9	4	5	6	5	2	3	2	1	8	7	3	4	2	1	11	2	13	11	10	10
Eukaryota;Chordata;Actinopteri;Beloniformes;unkn. Beloniformes(o);unkn. Beloniformes(o);unkn. Beloniformes(o)	7	2	3	7	8	2	0	3	4	4	3	4	3	3	3	1	6	0	11	7	11	2
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;unkn. Seriola(g)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;unkn. Carangidae(f);unkn. Carangidae(f)	0	0	1	0	0	2	0	0	0	0	0	4	1	0	0	5	0	0	4	0	0	9
Eukaryota;Chordata;Actinopteri;Carangiformes;unkn. Carangiformes(o);unkn. Carangiformes(o);unkn. Carangiformes(o)	0	0	1	2	0	0	1	0	0	1	1	1	0	0	2	0	3	0	1	2	1	6
Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Astyanax;Astyanax mexicanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;unkn. Characidae(f);unkn. Characidae(f)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Pygocentrus;Pygocentrus nattereri	0	3	3	1	1	3	1	1	2	1	2	0	0	1	2	3	3	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Pygocentrus;unkn. Pygocentrus(g)	1	1	2	2	2	4	4	1	1	0	1	1	1	4	1	0	0	0	0	5	1	4
Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;unkn. Serrasalmidae(f);unkn. Serrasalmidae(f)	3	5	7	5	3	6	3	3	2	7	3	5	1	3	3	4	3	0	3	0	6	12
Eukaryota;Chordata;Actinopteri;Characiformes;unkn. Characiformes(o);unkn. Characiformes(o);unkn. Characiformes(o)	0	5	5	5	4	8	6	5	0	3	2	1	3	5	3	4	1	0	4	1	5	8
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Haplochromis;unkn. Haplochromis(g)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Maylandia;Maylandia zebra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Maylandia;unkn. Maylandia(g)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Neolamprologus;unkn. Neolamprologus(g)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Oreochromis;Oreochromis niloticus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
