logFC	minuslog10FDR	threshold
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter steynii	0.0478186092214986	0.00510589705929008	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unkn. Pedobacter(g)	1.25413772971274	0.521007447550657	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;unkn. Solitalea(g)	-0.917243056758582	0.140869487704322	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;unkn. Sphingobacterium(g)	0.699747515634108	0.147738618032471	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unkn. Sphingobacteriaceae(f);Sphingobacteriaceae bacterium GW460-11-11-14-LB5	-1.02753444545762	0.188545093700455	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unkn. Sphingobacteriaceae(f);unkn. Sphingobacteriaceae(f)	0.0865805910324505	0.0329460402773966	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unkn. Sphingobacteriaceae(f);unkn. unkn. Sphingobacteriaceae(f)(g)	-1.09197491487506	0.226623191810275	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unkn. Sphingobacteriales(o);unkn. Sphingobacteriales(o);unkn. Sphingobacteriales(o)	-0.301988080198525	0.16691660483062	gray23
Bacteria;Bacteroidetes;Sphingobacteriia;unkn. Sphingobacteriia(c);unkn. Sphingobacteriia(c);unkn. Sphingobacteriia(c);unkn. Sphingobacteriia(c)	-0.299886818425504	0.283624444864043	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Rhodothermus;unkn. Rhodothermus(g)	-0.139652317063728	0.0287543687232784	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;unkn. Rhodothermaceae(f);unkn. Rhodothermaceae(f)	0.930628161487059	2.23314524552011	red2
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;unkn. Rhodothermaceae(f);unkn. unkn. Rhodothermaceae(f)(g)	1.08145386384018	0.371100393909303	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);Bacteroidetes Order II. Incertae sedis;unkn. Bacteroidetes Order II. Incertae sedis(o);unkn. Bacteroidetes Order II. Incertae sedis(o);unkn. Bacteroidetes Order II. Incertae sedis(o)	0.606815537011368	1.14011584809527	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);uncultured Bacteroidetes bacterium	-0.620724939911907	0.17682801870362	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p)	-0.0778266751899416	0.0963531693880192	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. unkn. Bacteroidetes(p)(g)	-0.592407987012714	0.133429803823639	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. unkn. Bacteroidetes(p)(f);unkn. unkn. Bacteroidetes(p)(f)	-1.08858193812927	0.259764423432475	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. Bacteroidetes(p);unkn. unkn. Bacteroidetes(p)(o);unkn. unkn. Bacteroidetes(p)(o);unkn. unkn. Bacteroidetes(p)(o)	0.143908573153548	0.0278957643621835	gray23
Bacteria;Bacteroidetes;unkn. Bacteroidetes(p);unkn. unkn. Bacteroidetes(p)(c);unkn. unkn. Bacteroidetes(p)(c);unkn. unkn. Bacteroidetes(p)(c);unkn. unkn. Bacteroidetes(p)(c)	0.659089685869536	1.57706811738895	red2
Bacteria;Calditrichaeota;unkn. Calditrichaeota(p);unkn. Calditrichaeota(p);unkn. Calditrichaeota(p);unkn. Calditrichaeota(p);unkn. Calditrichaeota(p)	0.373719029372351	0.0792665396720264	gray23
Bacteria;Candidatus Bipolaricaulota;unkn. Candidatus Bipolaricaulota(p);unkn. Candidatus Bipolaricaulota(p);unkn. Candidatus Bipolaricaulota(p);unkn. Candidatus Bipolaricaulota(p);unkn. Candidatus Bipolaricaulota(p)	0.375311587122065	0.215921758771551	gray23
Bacteria;Candidatus Bipolaricaulota;unkn. Candidatus Bipolaricaulota(p);unkn. Candidatus Bipolaricaulota(p);unkn. unkn. Candidatus Bipolaricaulota(p)(o);unkn. unkn. Candidatus Bipolaricaulota(p)(o);unkn. unkn. Candidatus Bipolaricaulota(p)(o)	1.91030720706922	0.68489946110337	gray23
Bacteria;Candidatus Bipolaricaulota;unkn. Candidatus Bipolaricaulota(p);unkn. unkn. Candidatus Bipolaricaulota(p)(c);unkn. unkn. Candidatus Bipolaricaulota(p)(c);unkn. unkn. Candidatus Bipolaricaulota(p)(c);unkn. unkn. Candidatus Bipolaricaulota(p)(c)	1.80361896473449	0.478035528546809	gray23
Bacteria;Candidatus Peregrinibacteria;unkn. Candidatus Peregrinibacteria(p);unkn. Candidatus Peregrinibacteria(p);unkn. Candidatus Peregrinibacteria(p);unkn. Candidatus Peregrinibacteria(p);unkn. Candidatus Peregrinibacteria(p)	1.11602018800397	0.314694931158468	gray23
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17	1.38071447132628	0.282297470851942	gray23
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	1.49950135932751	0.594748140824777	gray23
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p)	2.48949491018813	2.12820390172105	red2
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. unkn. Candidatus Saccharibacteria(p)(g)	1.62200555207442	1.26296212813785	gray23
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. unkn. Candidatus Saccharibacteria(p)(f);unkn. unkn. Candidatus Saccharibacteria(p)(f)	1.39220560891804	0.950174405881071	gray23
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. Candidatus Saccharibacteria(p);unkn. unkn. Candidatus Saccharibacteria(p)(o);unkn. unkn. Candidatus Saccharibacteria(p)(o);unkn. unkn. Candidatus Saccharibacteria(p)(o)	2.09039690114465	1.73669527553008	red2
Bacteria;Candidatus Saccharibacteria;unkn. Candidatus Saccharibacteria(p);unkn. unkn. Candidatus Saccharibacteria(p)(c);unkn. unkn. Candidatus Saccharibacteria(p)(c);unkn. unkn. Candidatus Saccharibacteria(p)(c);unkn. unkn. Candidatus Saccharibacteria(p)(c)	1.85074139979884	1.01742702280289	gray23
Bacteria;Candidatus Tectomicrobia;unkn. Candidatus Tectomicrobia(p);unkn. Candidatus Tectomicrobia(p);unkn. Candidatus Tectomicrobia(p);Candidatus Entotheonella;unkn. Candidatus Entotheonella(g)	1.85899047765474	0.405926895187134	gray23
Bacteria;Candidatus Tectomicrobia;unkn. Candidatus Tectomicrobia(p);unkn. Candidatus Tectomicrobia(p);unkn. Candidatus Tectomicrobia(p);unkn. unkn. Candidatus Tectomicrobia(p)(f);unkn. unkn. Candidatus Tectomicrobia(p)(f)	1.49022405849501	0.26730601284283	gray23
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;Candidatus Protochlamydia naegleriophila	0.481029863046133	0.0735972609105792	gray23
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;unkn. Candidatus Protochlamydia(g)	0.968974533500753	0.355646502448652	gray23
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;unkn. Parachlamydiaceae(f);unkn. Parachlamydiaceae(f)	0.846156281012429	0.40578659100978	gray23
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;unkn. Parachlamydiales(o);unkn. Parachlamydiales(o);unkn. Parachlamydiales(o)	-0.126384394889536	0.0203372182107289	gray23
Bacteria;Chlamydiae;Chlamydiia;unkn. Chlamydiia(c);unkn. Chlamydiia(c);unkn. Chlamydiia(c);unkn. Chlamydiia(c)	-1.12145945551209	0.288333851698984	gray23
Bacteria;Chlamydiae;unkn. Chlamydiae(p);unkn. Chlamydiae(p);unkn. Chlamydiae(p);unkn. Chlamydiae(p);unkn. Chlamydiae(p)	0.0824039452728318	0.0223415285861015	gray23
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum;unkn. Chlorobaculum(g)	-1.39760572167095	0.257404888752864	gray23
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;unkn. Chlorobiaceae(f);unkn. Chlorobiaceae(f)	-0.0458695650013761	0.0156721476420303	gray23
Bacteria;Chlorobi;Chlorobia;Chlorobiales;unkn. Chlorobiales(o);unkn. Chlorobiales(o);unkn. Chlorobiales(o)	0.228454749720873	0.0991454370962185	gray23
Bacteria;Chlorobi;Chlorobia;unkn. Chlorobia(c);unkn. Chlorobia(c);unkn. Chlorobia(c);unkn. Chlorobia(c)	0.148187481308197	0.06536124002615	gray23
Bacteria;Chlorobi;unkn. Chlorobi(p);unkn. Chlorobi(p);unkn. Chlorobi(p);unkn. Chlorobi(p);unkn. Chlorobi(p)	0.395563889050225	0.615558464858127	gray23
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unkn. Anaerolineaceae(f);unkn. Anaerolineaceae(f)	1.54657884202689	0.461029506808229	gray23
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;unkn. Anaerolineales(o);unkn. Anaerolineales(o);unkn. Anaerolineales(o)	0.839606605211059	0.192856172944758	gray23
Bacteria;Chloroflexi;Anaerolineae;unkn. Anaerolineae(c);unkn. Anaerolineae(c);unkn. Anaerolineae(c);unkn. Anaerolineae(c)	0.456520322914952	0.120559929171973	gray23
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;unkn. Candidatus Promineofilum(g)	0.339298812696273	0.0650635791699809	gray23
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;unkn. Ardenticatenaceae(f);unkn. Ardenticatenaceae(f)	0.541013305320101	0.445886877895716	gray23
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;unkn. Ardenticatenales(o);unkn. Ardenticatenales(o);unkn. Ardenticatenales(o)	0.437780390603319	0.331394575785501	gray23
Bacteria;Chloroflexi;Ardenticatenia;unkn. Ardenticatenia(c);unkn. Ardenticatenia(c);unkn. Ardenticatenia(c);unkn. Ardenticatenia(c)	0.894874365718519	0.842202511368717	gray23
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila	0.0704842862420664	0.00983327334989056	gray23
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;unkn. Caldilineaceae(f);unkn. Caldilineaceae(f)	1.47034863235916	0.868136219945748	gray23
Bacteria;Chloroflexi;Caldilineae;Caldilineales;unkn. Caldilineales(o);unkn. Caldilineales(o);unkn. Caldilineales(o)	1.23835839279555	0.780636884437062	gray23
Bacteria;Chloroflexi;Caldilineae;unkn. Caldilineae(c);unkn. Caldilineae(c);unkn. Caldilineae(c);unkn. Caldilineae(c)	1.02534849966416	0.701406977590506	gray23
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;unkn. Chloroflexus(g)	0.108750906400617	0.0156721476420303	gray23
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;unkn. Chloroflexaceae(f);unkn. Chloroflexaceae(f)	-0.0103339042640522	0.00211834973437602	gray23
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;unkn. Roseiflexus(g)	-0.0234198896872894	0.00739407898166164	gray23
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;unkn. Roseiflexaceae(f);unkn. Roseiflexaceae(f)	0.19117855964239	0.108095019613639	gray23
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;unkn. Chloroflexales(o);unkn. Chloroflexales(o);unkn. Chloroflexales(o)	-0.22772429050722	0.143324832667595	gray23
Bacteria;Chloroflexi;Chloroflexia;unkn. Chloroflexia(c);unkn. Chloroflexia(c);unkn. Chloroflexia(c);unkn. Chloroflexia(c)	0.61539910519916	0.455837799321237	gray23
Bacteria;Chloroflexi;Dehalococcoidia;unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c)	1.27855625501909	0.250074503596858	gray23
Bacteria;Chloroflexi;Dehalococcoidia;unkn. Dehalococcoidia(c);unkn. unkn. Dehalococcoidia(c)(o);unkn. unkn. Dehalococcoidia(c)(o);unkn. unkn. Dehalococcoidia(c)(o)	2.70409228782204	0.921505117829276	gray23
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus	0.166958463670504	0.0361958679513383	gray23
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;uncultured Sphaerobacter sp.	1.35464383677295	0.291466368452744	gray23
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;unkn. Sphaerobacter(g)	1.07213148155871	1.71686462912202	red2
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;unkn. Sphaerobacteraceae(f);unkn. Sphaerobacteraceae(f)	0.945082956661368	2.24790098456909	red2
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;unkn. Sphaerobacterales(o);unkn. Sphaerobacterales(o);unkn. Sphaerobacterales(o)	0.860115701557112	2.11354396575192	red2
Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;unkn. Thermomicrobium(g)	2.40260960075836	0.586254906622557	gray23
Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;unkn. Thermomicrobiaceae(f);unkn. Thermomicrobiaceae(f)	1.08207556717717	0.785099212212286	gray23
Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;unkn. Thermomicrobiales(o);unkn. Thermomicrobiales(o);unkn. Thermomicrobiales(o)	0.786766773598362	0.54951529321949	gray23
Bacteria;Chloroflexi;Thermomicrobia;unkn. Thermomicrobia(c);unkn. Thermomicrobia(c);unkn. Thermomicrobia(c);unkn. Thermomicrobia(c)	1.12460384006767	3.60387500767286	red2
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);uncultured Chloroflexi bacterium	0.202238575930655	0.0621554279003307	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);uncultured Chloroflexi bacterium HF0200_09I09	2.92056816186956	0.784729592948053	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_1380	0.577816598189325	0.17438485669545	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_33257	0.0475939513220862	0.00723737833627683	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p)	0.865517942534896	3.70196287358694	red2
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. unkn. Chloroflexi(p)(g)	0.856324963469109	0.942291032136451	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. unkn. Chloroflexi(p)(f);unkn. unkn. Chloroflexi(p)(f)	1.12134646828594	1.58807582444407	red2
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. Chloroflexi(p);unkn. unkn. Chloroflexi(p)(o);unkn. unkn. Chloroflexi(p)(o);unkn. unkn. Chloroflexi(p)(o)	0.863232389499504	0.968079245991942	gray23
Bacteria;Chloroflexi;unkn. Chloroflexi(p);unkn. unkn. Chloroflexi(p)(c);unkn. unkn. Chloroflexi(p)(c);unkn. unkn. Chloroflexi(p)(c);unkn. unkn. Chloroflexi(p)(c)	1.24550875954783	0.994591654384489	gray23
Bacteria;Chrysiogenetes;unkn. Chrysiogenetes(p);unkn. Chrysiogenetes(p);unkn. Chrysiogenetes(p);unkn. Chrysiogenetes(p);unkn. Chrysiogenetes(p)	1.21003833504827	0.447825827516464	gray23
Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Gloeobacter;unkn. Gloeobacter(g)	0.173390537482652	0.0307124952356228	gray23
Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;unkn. Gloeobacteraceae(f);unkn. Gloeobacteraceae(f)	0.524449396324135	0.181614719327253	gray23
Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;unkn. Gloeobacterales(o);unkn. Gloeobacterales(o);unkn. Gloeobacterales(o)	0.346648536096256	0.147052110136582	gray23
Bacteria;Cyanobacteria;Gloeobacteria;unkn. Gloeobacteria(c);unkn. Gloeobacteria(c);unkn. Gloeobacteria(c);unkn. Gloeobacteria(c)	0.705333340151687	0.416702595173679	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;Chroococcidiopsis thermalis	-0.0904949604672983	0.0152554672303809	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;unkn. Chroococcidiopsis(g)	0.454819914338019	0.0583641703340426	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Nostocaceae;Nostoc;unkn. Nostoc(g)	0.985308298985861	0.231560644427964	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Nostocaceae;unkn. Nostocaceae(f);unkn. Nostocaceae(f)	0.0976198377646722	0.0237892967952398	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Rivulariaceae;Calothrix;unkn. Calothrix(g)	-1.94547785704903	0.361011750460487	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Rivulariaceae;unkn. Rivulariaceae(f);unkn. Rivulariaceae(f)	1.37493578253443	0.395903092406835	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Scytonemataceae;Scytonema;Scytonema sp. NIES-4073	-0.865882576880492	0.171043826735973	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Scytonemataceae;Scytonema;unkn. Scytonema(g)	0.583363489727502	0.272442976396677	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;Scytonemataceae;unkn. Scytonemataceae(f);unkn. Scytonemataceae(f)	0.271267473630971	0.100516751245928	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;unkn. Nostocales(o);unkn. Nostocales(o);Nostocales cyanobacterium HT-58-2	1.92660019823822	0.423952373750901	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Nostocales;unkn. Nostocales(o);unkn. Nostocales(o);unkn. Nostocales(o)	0.063399131929439	0.019733720308706	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Microcoleaceae;Trichodesmium;unkn. Trichodesmium(g)	1.19578588773554	0.275172570245354	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Microcoleaceae;unkn. Microcoleaceae(f);unkn. Microcoleaceae(f)	0.391042670573355	0.0446317767945614	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Oscillatoriaceae;Oscillatoria;Oscillatoria nigro-viridis	-1.69195433375653	0.255262142529731	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Oscillatoriaceae;Oscillatoria;unkn. Oscillatoria(g)	-0.463996385288325	0.0417826552903168	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;Oscillatoriaceae;unkn. Oscillatoriaceae(f);unkn. Oscillatoriaceae(f)	1.2942384833534	0.250074503596858	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Oscillatoriales;unkn. Oscillatoriales(o);unkn. Oscillatoriales(o);unkn. Oscillatoriales(o)	0.682368176584331	0.222162950459668	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Pleurocapsales;unkn. Pleurocapsales(o);unkn. Pleurocapsales(o);unkn. Pleurocapsales(o)	-1.68728156054958	0.335445206756877	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Synechococcales;Synechococcaceae;Cyanobium;unkn. Cyanobium(g)	1.54257217648588	0.421357025474631	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Synechococcales;Synechococcaceae;Synechococcus;unkn. Synechococcus(g)	-1.43990996260979	0.362304295445365	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Synechococcales;Synechococcaceae;unkn. Synechococcaceae(f);unkn. Synechococcaceae(f)	0.108960571497713	0.0337187709654759	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);Synechococcales;unkn. Synechococcales(o);unkn. Synechococcales(o);unkn. Synechococcales(o)	0.280192060346777	0.158702306680111	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);unkn. Cyanobacteria(p);unkn. Cyanobacteria(p);unkn. Cyanobacteria(p);unkn. Cyanobacteria(p)	0.317456104360733	0.568729564964454	gray23
Bacteria;Cyanobacteria;unkn. Cyanobacteria(p);unkn. unkn. Cyanobacteria(p)(c);unkn. unkn. Cyanobacteria(p)(c);unkn. unkn. Cyanobacteria(p)(c);unkn. unkn. Cyanobacteria(p)(c)	0.393360317400321	0.309413558626501	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;unkn. Deinococcus(g)	0.930609959941908	0.548445963225174	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;unkn. Deinococcaceae(f);unkn. Deinococcaceae(f)	0.871187333346063	1.48651015267035	red2
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;unkn. Trueperaceae(f);unkn. Trueperaceae(f)	0.976410282256748	0.449882720305937	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;unkn. Deinococcales(o);unkn. Deinococcales(o);unkn. Deinococcales(o)	0.503247624109614	0.766860416798246	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;unkn. Meiothermus(g)	-0.708692089014095	0.11080381843062	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Oceanithermus;unkn. Oceanithermus(g)	1.15200728764046	0.200508201504439	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;unkn. Thermus(g)	1.02743669443187	0.164732316720613	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;unkn. Thermaceae(f);unkn. Thermaceae(f)	0.465568875359703	0.381911434532284	gray23
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;unkn. Thermales(o);unkn. Thermales(o);unkn. Thermales(o)	0.584479390444346	0.838384639241009	gray23
Bacteria;Deinococcus-Thermus;Deinococci;unkn. Deinococci(c);unkn. Deinococci(c);unkn. Deinococci(c);unkn. Deinococci(c)	0.708435213386002	1.9183361056488	red2
Bacteria;Deinococcus-Thermus;unkn. Deinococcus-Thermus(p);unkn. Deinococcus-Thermus(p);unkn. Deinococcus-Thermus(p);unkn. Deinococcus-Thermus(p);unkn. Deinococcus-Thermus(p)	0.66560869926381	4.74470213425071	red2
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;unkn. Tumebacillus(g)	-0.734204355873806	0.0902853312812809	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;unkn. Alicyclobacillaceae(f);unkn. Alicyclobacillaceae(f)	0.439147453372893	0.182665189948898	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis	-0.460733768623571	0.0868679373744916	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus atrophaeus	-0.0153111973396212	0.00430753000781019	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	0.450603639590628	0.300298192506683	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus clausii	-1.54770954176229	1.28202619138541	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cytotoxicus	-0.0577474841289091	0.0112775655466643	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus endophyticus	1.14324944910569	0.868136219945748	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus filamentosus	0.644925434029581	0.17682801870362	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus gobiensis	0.523877152793028	0.0585458613999423	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus jeotgali	-0.971421105090198	0.314694931158468	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus kochii	-3.96552514797195	3.24205180908813	green2
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus megaterium	-0.547551727866086	0.299619811636472	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus muralis	1.10236288048891	0.219880382880524	gray23
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mycoides	1.31883058583634	2.64828135676549	red2
