logFC	minuslog10FDR	threshold
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;unkn. Methylophilus(g)	-1.08361124555839	0.170675734902973	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera mobilis	-2.84348112650069	0.525160112197254	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera versatilis	-1.14124341437417	0.0918196567757838	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;unkn. Methylovorus(g)	-2.12630722910016	1.07256261503992	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;unkn. Methylophilaceae(f);unkn. Methylophilaceae(f)	-2.03531498913273	1.30247807545165	green2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas communis	0.657267921783546	0.372854956902972	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas europaea	1.60975691123186	0.298255945825052	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp. AL212	3.90204145594268	1.63156033645075	red2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas ureae	2.13343687104219	0.824232308391679	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;unkn. Nitrosomonas(g)	2.04232418138189	3.70196287358694	red2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira briensis	1.83633193729291	0.800413375050654	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira lacus	1.59269448472653	0.650435450848895	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira multiformis	1.51001124370937	1.8631238172201	red2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;unkn. Nitrosospira(g)	1.72887505147474	2.55355822596677	red2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;unkn. Nitrosomonadaceae(f);uncultured beta proteobacterium Rifle_16ft_4_minimus_10522	-3.11353402027652	0.814363754861285	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;unkn. Nitrosomonadaceae(f);unkn. Nitrosomonadaceae(f)	1.56317342064427	2.56101824564333	red2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;unkn. Nitrosomonadaceae(f);unkn. unkn. Nitrosomonadaceae(f)(g)	-0.948718428696849	0.283176895619175	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;Methyloversatilis sp. RAC08	0.0768948679131701	0.0153096851714513	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;unkn. Methyloversatilis(g)	-0.898660597738342	1.05629329466316	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium denitrificans	-0.873346179157449	0.183888534777951	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;unkn. Sterolibacterium(g)	-1.90345112724946	1.6269047182885	green2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfuritalea;Sulfuritalea hydrogenivorans	-1.64555896246029	0.596424666717641	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfuritalea;unkn. Sulfuritalea(g)	-1.12806242139069	0.683484624115748	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;unkn. Sterolibacteriaceae(f);unkn. Sterolibacteriaceae(f)	-0.774564831447999	0.994591654384489	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus denitrificans	0.422419398334099	0.131264709824339	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;unkn. Thiobacillus(g)	0.644384505496722	0.514502306386023	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;unkn. Thiobacillaceae(f);unkn. Thiobacillaceae(f)	0.37427265098698	0.415781656693072	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;unkn. Nitrosomonadales(o);unkn. Nitrosomonadales(o);unkn. Nitrosomonadales(o)	-0.199802832575144	0.144690983395401	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;unkn. Dechloromonas(g)	-2.00312880512009	0.747363721410945	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;unkn. Azonexaceae(f);unkn. Azonexaceae(f)	-1.38002787248604	1.05956486812415	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;Aromatoleum aromaticum	0.252025885612139	0.0469886592840392	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;unkn. Aromatoleum(g)	-0.355998639502735	0.138984021325479	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;unkn. Azospira(g)	-0.332285885512924	0.0723372845838228	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rugosibacter;Rugosibacter aromaticivorans	0.984548705231984	0.16696572905042	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rugosibacter;unkn. Rugosibacter(g)	-0.52649851940787	0.0780662621983094	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;unkn. Rhodocyclaceae(f);unkn. Rhodocyclaceae(f)	-0.239517117269116	0.190208456351138	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus communis	-3.00883901521059	0.813427181246533	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus olearius	-1.31900211743036	0.277732288217171	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. BH72	-0.881659038282847	0.165473231273282	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. CIB	-0.464884718064081	0.125088898510399	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. KH32C	-0.856360131332727	0.264217816771521	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. SY39	-0.840478301393535	0.245601257687197	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;unkn. Azoarcus(g)	-0.526488781251717	0.678607556073198	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera aromatica	-1.39602419002535	0.355646502448652	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera chlorobenzoica	-0.610602445595097	0.13874780528335	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera humireducens	-1.28171047549664	0.488338873613401	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera sp. K11	-0.156229290114758	0.0503762400466582	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera sp. MZ1T	-2.31732092409026	1.33503131903438	green2
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unkn. Thauera(g)	-0.371167416355652	0.434688435828865	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;unkn. Zoogloeaceae(f);unkn. Zoogloeaceae(f)	-0.406212421663178	0.746680899599448	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;unkn. Rhodocyclales(o);unkn. Rhodocyclales(o);unkn. Rhodocyclales(o)	-0.31878963011772	0.459505053825889	gray23
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;unkn. Rhodocyclales(o);unkn. unkn. Rhodocyclales(o)(f);unkn. unkn. Rhodocyclales(o)(f)	-0.295560111992653	0.0702196471651796	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);Candidatus Accumulibacter;unkn. Candidatus Accumulibacter(g)	-0.0289797166334836	0.00984048126959137	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);Betaproteobacteria bacterium GR16-43	-0.483597067261633	0.258681132400567	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);uncultured beta proteobacterium	0.462481898675384	0.1582832513848	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);uncultured beta proteobacterium CBNPD1 BAC clone 578	0.355543254380062	0.102079221638186	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c)	-0.470379442723727	1.59764979873706	green2
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. unkn. Betaproteobacteria(c)(g)	-0.495978309893184	0.570694558199542	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. Betaproteobacteria(c);unkn. unkn. Betaproteobacteria(c)(f);unkn. unkn. Betaproteobacteria(c)(f)	-0.195359066598851	0.231247009459074	gray23
Bacteria;Proteobacteria;Betaproteobacteria;unkn. Betaproteobacteria(c);unkn. unkn. Betaproteobacteria(c)(o);unkn. unkn. Betaproteobacteria(c)(o);unkn. unkn. Betaproteobacteria(c)(o)	-0.239187959305966	0.265462494603635	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;unkn. Bradymonadaceae(f);unkn. Bradymonadaceae(f)	-0.636345520884918	0.153124794813435	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;unkn. Bradymonadales(o);unkn. Bradymonadales(o);unkn. Bradymonadales(o)	0.30860936860343	0.0771558853551774	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;unkn. Desulfarculaceae(f);unkn. Desulfarculaceae(f)	0.226785977371413	0.0503762400466582	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;unkn. Desulfarculales(o);unkn. Desulfarculales(o);unkn. Desulfarculales(o)	1.12352255468193	0.709543509344448	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;unkn. Desulfatibacillum(g)	3.59756552680819	0.669890360966087	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unkn. Desulfobacteraceae(f);unkn. Desulfobacteraceae(f)	-0.0604447415872798	0.0147609717058553	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;unkn. Desulfobulbus(g)	1.6851861941084	0.361011750460487	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;unkn. Desulfobulbaceae(f);unkn. Desulfobulbaceae(f)	1.36153459028354	0.512527452861254	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;unkn. Desulfobacterales(o);unkn. Desulfobacterales(o);unkn. Desulfobacterales(o)	0.395642670508575	0.233423071579984	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;unkn. Desulfomicrobiaceae(f);unkn. Desulfomicrobiaceae(f)	-0.467792079036	0.0771558853551774	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unkn. Desulfovibrio(g)	0.662056015932021	0.30277314479331	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;unkn. Desulfovibrionaceae(f);unkn. Desulfovibrionaceae(f)	0.0466546640520529	0.0263293416710665	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;unkn. Desulfovibrionales(o);unkn. Desulfovibrionales(o);unkn. Desulfovibrionales(o)	0.67745635231281	1.19001122903943	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;unkn. Desulfuromonas(g)	0.34340679160192	0.0854618100543519	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;unkn. Pelobacter(g)	-0.543276600386552	0.0584854510900461	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;unkn. Desulfuromonadaceae(f);unkn. Desulfuromonadaceae(f)	0.566538865338269	0.371192146022896	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. M18	-1.58362256208829	0.90948772763236	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter uraniireducens	0.573835910136263	0.0991454370962185	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;unkn. Geobacter(g)	-0.0906064886726909	0.0317609500064552	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;unkn. Geobacteraceae(f);unkn. Geobacteraceae(f)	0.306670894972914	0.27613911554022	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;unkn. Desulfuromonadales(o);unkn. Desulfuromonadales(o);unkn. Desulfuromonadales(o)	0.366194682249357	0.54412890065796	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter dehalogenans	-0.540490132822549	0.206468784885367	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5	-0.522069611501256	0.222151722898839	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. K	0.771461845493705	0.178433719614209	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;unkn. Anaeromyxobacter(g)	0.362142315319896	0.32632388037344	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;unkn. Anaeromyxobacteraceae(f);unkn. Anaeromyxobacteraceae(f)	0.316842292878955	0.582884455216699	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium;Archangium gephyra	-1.61919651430326	1.22621733991637	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium;unkn. Archangium(g)	-0.776963766503875	0.478035528546809	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;Cystobacter fuscus	0.097284723409605	0.017498624037359	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;unkn. Cystobacter(g)	-0.337545257825676	0.229155095410008	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Melittangium;Melittangium boletus	-0.538093381239996	0.278069426550411	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Melittangium;unkn. Melittangium(g)	0.0729071878336877	0.0258272566199284	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;Stigmatella aurantiaca	0.444638807592979	0.137018290085118	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;unkn. Stigmatella(g)	-0.253829856622213	0.0852962953018634	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;unkn. Archangiaceae(f);unkn. Archangiaceae(f)	0.0886422286328982	0.0650635791699809	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;unkn. Archangiaceae(f);unkn. unkn. Archangiaceae(f)(g)	-0.29082705703035	0.0469886592840392	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	-0.565585986059698	0.301822374460129	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;unkn. Haliangium(g)	-0.506387200515116	0.376706566675999	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;unkn. Kofleriaceae(f);unkn. Kofleriaceae(f)	-0.536531600198399	0.503292737380338	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;Labilithrix luteola	-0.37715049780273	0.245601257687197	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix;unkn. Labilithrix(g)	-0.53406471513828	0.516834416789381	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;unkn. Labilitrichaceae(f);unkn. Labilitrichaceae(f)	-0.375192141655905	0.240215367000676	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus coralloides	2.37429840024746	1.76169576508763	red2
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;unkn. Corallococcus(g)	0.509761034447699	0.521007447550657	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus fulvus	1.03114719285752	0.633037557500195	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus hansupus	0.809896356488916	0.25360107770398	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus macrosporus	0.496011920752969	0.144455401371206	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus stipitatus	0.383250795256495	0.0896152797721133	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus xanthus	-1.0641637412615	0.397960838591743	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;unkn. Myxococcus(g)	0.489113727215422	0.265462494603635	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;unkn. Myxococcaceae(f);unkn. Myxococcaceae(f)	0.337071050771796	0.330648678181461	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;Nannocystis exedens	1.21744000689433	0.274571525570136	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;unkn. Nannocystis(g)	-1.47978622815212	0.325257614493197	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;unkn. Nannocystaceae(f);unkn. Nannocystaceae(f)	-1.37787766363086	0.294810237139026	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	0.10467909663304	0.0310435122261704	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;unkn. Chondromyces(g)	-0.439087498821509	0.227574054798074	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;Sorangium cellulosum	-0.890873167232645	3.02873858754035	green2
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;unkn. Sorangium(g)	-0.747734402661629	0.757804164900904	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;unkn. Polyangiaceae(f);unkn. Polyangiaceae(f)	-0.354690522777581	0.263221462956087	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus	-0.0958797228585335	0.0382858946369712	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;unkn. Sandaracinus(g)	0.084140233352263	0.0639113607970364	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;unkn. Sandaracinaceae(f);unkn. Sandaracinaceae(f)	0.430665771762432	0.54412890065796	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter;Vulgatibacter incomptus	-0.0872111143811045	0.0212943361601239	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter;unkn. Vulgatibacter(g)	0.188591378657451	0.0847495084826471	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;unkn. Vulgatibacteraceae(f);unkn. Vulgatibacteraceae(f)	0.666591550539328	1.25349202879722	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);Minicystis;Minicystis rosea	-0.811790886466096	0.628585723735599	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);Minicystis;unkn. Minicystis(g)	-0.295520732152611	0.14611503597667	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);unkn. Myxococcales(o);uncultured Myxococcales bacterium	-0.202213283847288	0.0299624373616942	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);unkn. Myxococcales(o);unkn. Myxococcales(o)	0.079373441500854	0.0650635791699809	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);unkn. Myxococcales(o);unkn. unkn. Myxococcales(o)(g)	-0.167569935636202	0.06536124002615	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unkn. Myxococcales(o);unkn. unkn. Myxococcales(o)(f);unkn. unkn. Myxococcales(o)(f)	-0.197092536160708	0.0963694918789689	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unkn. Syntrophaceae(f);unkn. Syntrophaceae(f)	0.540322498997126	0.12440593722341	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unkn. Syntrophobacteraceae(f);unkn. Syntrophobacteraceae(f)	-0.232056248203228	0.0379929236827265	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;unkn. Syntrophobacterales(o);unkn. Syntrophobacterales(o);unkn. Syntrophobacterales(o)	1.44791325308995	0.570694558199542	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);uncultured delta proteobacterium	-0.0186890863349553	0.00510589705929008	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c)	0.234516467031079	0.286283328656474	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. unkn. Deltaproteobacteria(c)(g)	1.10498368890518	0.40578659100978	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;unkn. Deltaproteobacteria(c);unkn. Deltaproteobacteria(c);unkn. unkn. Deltaproteobacteria(c)(f);unkn. unkn. Deltaproteobacteria(c)(f)	-0.0550283195734311	0.0142033846845352	gray23
Bacteria;Proteobacteria;Deltaproteobacteria;unkn. Deltaproteobacteria(c);unkn. unkn. Deltaproteobacteria(c)(o);unkn. unkn. Deltaproteobacteria(c)(o);unkn. unkn. Deltaproteobacteria(c)(o)	0.618865913627236	0.259582442187726	gray23
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;unkn. Campylobacteraceae(f);unkn. Campylobacteraceae(f)	0.36568880039007	0.0587280879188923	gray23
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;unkn. Campylobacterales(o);unkn. Campylobacterales(o);unkn. Campylobacterales(o)	0.105062367613968	0.0237892967952398	gray23
Bacteria;Proteobacteria;Epsilonproteobacteria;unkn. Epsilonproteobacteria(c);unkn. Epsilonproteobacteria(c);unkn. Epsilonproteobacteria(c);unkn. Epsilonproteobacteria(c)	1.71601631800258	0.672829657782659	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Acidiferrobacter;unkn. Acidiferrobacter(g)	0.0430881839149926	0.00661426193576395	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;Sulfuricaulis limicola	0.242503488014511	0.0684760014211422	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;unkn. Sulfuricaulis(g)	0.186414001171386	0.0858286471533524	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;Sulfurifustis variabilis	0.309698999645175	0.168650104571338	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;unkn. Sulfurifustis(g)	-0.140779007792393	0.0882574186881404	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;unkn. Acidiferrobacteraceae(f);unkn. Acidiferrobacteraceae(f)	0.0378272435130334	0.0259337242387297	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;unkn. Acidiferrobacterales(o);unkn. Acidiferrobacterales(o);unkn. Acidiferrobacterales(o)	-0.0723701762171079	0.0566326260301662	gray23
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas hydrophila	-3.28850837727714	0.438754708585827	gray23
