"OTU","90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001","90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001","90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001","90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001","90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001","90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001","90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001","90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001","90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001","90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001","90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001","90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001","90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001","90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001","90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001","90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001","90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001","90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001","90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001","90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001","90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001","90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001","Taxonomic lineage"
"unkn. Parachlamydiales(o)","0.00031","0.0004","8.0E-5","0.00033","8.0E-5","0.00034","0.00065","0","0.00029","0.00046","0.00113","0.00024","0","8.0E-5","0","0","0","0","0.00014","0","4.0E-5","3.0E-5","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;unkn. Parachlamydiales(o);unkn. Parachlamydiales(o)"
"unkn. Paraglomeraceae(f)","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Mucoromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;unkn. Paraglomeraceae(f)"
"unkn. Paralichthyidae(f)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;unkn. Paralichthyidae(f)"
"unkn. Parameciidae(f)","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","3.0E-5","Eukaryota;unkn. Eukaryota(d);Oligohymenophorea;Peniculida;Parameciidae;unkn. Parameciidae(f)"
"unkn. Paramoebidae(f)","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Paramoebidae;unkn. Paramoebidae(f)"
"unkn. Parasphaerascleridae(f)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Parasphaerascleridae;unkn. Parasphaerascleridae(f)"
"unkn. Paridae(f)","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Chordata;Aves;Passeriformes;Paridae;unkn. Paridae(f)"
"unkn. Parmales(o)","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Eukaryota;unkn. Eukaryota(d);Synurophyceae;Parmales;unkn. Parmales(o);unkn. Parmales(o)"
"unkn. Parmeliaceae(f)","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0.00035","0","0","8.0E-5","0.00017","0","0","0","0","0","Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;unkn. Parmeliaceae(f)"
"unkn. Partitiviridae(f)","0.00047","0.00013","0.00016","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Viruses;unkn. Viruses(d);unkn. Viruses(d);unkn. Viruses(d);Partitiviridae;unkn. Partitiviridae(f)"
"unkn. Parvicapsulidae(f)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","Eukaryota;Cnidaria;unkn. Cnidaria(p);Bivalvulida;Parvicapsulidae;unkn. Parvicapsulidae(f)"
"unkn. Parvularculaceae(f)","0","7.0E-5","0","0","0","6.0E-5","0","0.00011","0","9.0E-5","0","0","0","0","0","8.0E-5","0","0","0","8.0E-5","0","8.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;unkn. Parvularculaceae(f)"
"unkn. Parvularculales(o)","0.00016","0.0002","0","0","0.00015","6.0E-5","8.0E-5","0","0.0001","9.0E-5","0.00015","0.00016","0","0.00015","0","0","0","0","0","8.0E-5","0.00013","8.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;unkn. Parvularculales(o);unkn. Parvularculales(o)"
"unkn. Pasiphaeidae(f)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","Eukaryota;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;unkn. Pasiphaeidae(f)"
"unkn. Passerellidae(f)","0","0","0","0","0","6.0E-5","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","Eukaryota;Chordata;Aves;Passeriformes;Passerellidae;unkn. Passerellidae(f)"
"unkn. Passeriformes(o)","0.00016","7.0E-5","8.0E-5","8.0E-5","0","0.00017","0.00024","0.00022","0.0001","0","0.00038","0.00024","0.00021","0","7.0E-5","8.0E-5","0","0.00041","7.0E-5","0.00015","0.00021","0.00011","Eukaryota;Chordata;Aves;Passeriformes;unkn. Passeriformes(o);unkn. Passeriformes(o)"
"unkn. Passifloraceae(f)","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Malpighiales;Passifloraceae;unkn. Passifloraceae(f)"
